barcode,interview_id,field_species_id,Date,Time,capture_depth,lat,lon,length,recorded_mark,sampled,finsampled,sex,mature,rank,fisherman_id,port_id,fishermanport_id,vessel_id,fisherytype_id,fisherygroup_id,agency_id,bestestimate1,probability1,bestestimate2,probability2,bestestimate3,probability3,bestestimate4,probability4,bestestimate5,probability5,bestestimate6,probability6,bestestimate7,probability7,bestestimate8,probability8,bestestimate9,probability9,bestestimate10,probability10,bestestimate11,probability11,bestestimate12,probability12
11850,201100266,1,29-Jun-11,8:06:02,73.152,45.49675,-124.2401,0.84,N,Y,,,E,13,102,,,99,11,100,1,L_Fraser,0.4238,Snake_spring_summer,0.3823,Washington_Coast,0.1095,N_Puget_Sound,0.0753,,0,,0,,0,,0,,0,,0,,0,,
CA21535,201100294,1,29-Jun-11,10:10:06,43.8912,38.84083333,-123.77115,0.91,N,,Y,,X,,1058,,,259,11,100,2,Rogue,58.597,N_California_S_Oregon_Coast,35.657,Mid_Oregon_Coast,5.74,,,,,,,,,,,,,,,,,,
CA24845,201100307,1,29-Jun-11,18:06:49,,38.8085,-123.7065333,0.79,N,,Y,,X,,1167,,,302,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA22719,201100327,1,29-Jun-11,12:14:49,73.152,38.80378333,-123.69975,0.854,N,,Y,,X,,1169,,,348,11,100,2,Central_Valley_fall,99.993,Central_Valley_spring,0.007,0,0,,,,,,,,,,,,,,,,,,
CA24668,201100328,1,11-Jul-11,14:15:15,54.864,38.93206667,-123.80435,0.76,Y,,Y,,X,,1082,,,283,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA17805,201100349,1,17-Jul-11,14:24:18,27.432,38.37716667,-123.1645667,0.71,N,,Y,,M,,1046,,,251,11,100,2,Central_Valley_fall,99.859,Central_Valley_spring,0.142,0,0,,,,,,,,,,,,,,,,,,
CA24890,201100353,1,12-Jul-11,14:25:48,76.8096,38.94011667,-123.8104167,0.78,N,,Y,,X,,1167,,,302,11,100,2,Central_Valley_fall,99.988,Central_Valley_spring,0.013,0,0,,,,,,,,,,,,,,,,,,
CA26630,201100354,1,13-Jul-11,14:22:29,84.1248,38.93236667,-123.8541667,0.71,N,,Y,,X,,1057,,,258,11,100,2,Rogue,99.487,Mid_Oregon_Coast,0.456,Klamath,0.047,,,,,,,,,,,,,,,,,,
CA28435,201100362,1,10-Jul-11,8:54:25,38.4048,41.03455,-124.2607333,0.7,Y,,Y,,E,,1096,,,297,11,100,2,Klamath,99.862,Rogue,0.138,0,0,,,,,,,,,,,,,,,,,,
CA27240,201100363,1,13-Jul-11,6:43:36,54.864,41.04905,-124.2808667,0.71,N,,Y,,E,,1192,,,362,11,100,2,California_Coast,100,0,0,0,0,,,,,,,,,,,,,,,,,,
CA27282,201100364,1,18-Jul-11,7:43:37,43.8912,41.06268333,-124.28565,0.642,N,,Y,,E,,1192,,,362,11,100,2,Rogue,70.606,Mid_Oregon_Coast,27.822,N_California_S_Oregon_Coast,1.572,,,,,,,,,,,,,,,,,,
CA27035,201100369,1,10-Jul-11,9:04:58,29.2608,40.95193333,-124.2095167,0.81,N,,Y,,X,,1097,,,298,11,100,2,Central_Valley_fall,99.969,Central_Valley_spring,0.028,U_Columbia_summer_fall,0.002,,,,,,,,,,,,,,,,,,
CA23055,201100371,1,24-Jul-11,12:43:32,54.864,39.97948333,-124.0963167,0.79,N,,Y,,X,,1098,,,299,11,100,2,Central_Valley_fall,99.997,Central_Valley_spring,0.004,0,0,,,,,,,,,,,,,,,,,,
CA22058,201100374,1,29-Jun-11,9:30:59,43.8912,38.85996667,-123.8007667,0.855,N,,Y,,E,,1197,,,367,11,100,2,N_California_S_Oregon_Coast,98.918,U_Columbia_summer_fall,0.42,Mid_Oregon_Coast,0.398,,,,,,,,,,,,,,,,,,
CA22246,201100375,1,28-Jun-11,14:26:36,21.9456,38.81465,-123.7142667,0.81,Y,,Y,,X,,1062,,,319,11,100,2,Rogue,99.105,Mid_Oregon_Coast,0.488,N_California_S_Oregon_Coast,0.407,,,,,,,,,,,,,,,,,,
CA18135,201100382,1,23-Jul-11,14:48:07,18.288,39.96253333,-124.1231833,0.78,N,,Y,,X,,1195,,,365,11,100,2,Rogue,80.049,N_California_S_Oregon_Coast,16.713,Mid_Oregon_Coast,3.233,,,,,,,,,,,,,,,,,,
CA21630,201100383,1,29-Jun-11,12:36:02,,38.84148333,-123.74095,0.8,N,,Y,,X,,1066,,,267,11,100,2,Central_Valley_fall,99.996,Central_Valley_spring,0.004,0,0,,,,,,,,,,,,,,,,,,
CA21850,201100392,1,24-Jul-11,13:31:28,87.7824,39.84078333,-123.9592333,0.91,N,,Y,,X,,1060,,,261,11,100,2,Rogue,60.877,Klamath,35.335,Mid_Oregon_Coast,3.369,,,,,,,,,,,,,,,,,,
CA22778,201100393,1,25-Jul-11,7:59:58,59.436,39.86423333,-124.0511833,0.851,N,,Y,,X,,1169,,,348,11,100,2,Klamath,57.65,Rogue,42.034,Mid_Oregon_Coast,0.299,,,,,,,,,,,,,,,,,,
CA23648,201100396,1,17-Jul-11,9:32:42,93.2688,38.34946667,-123.2408167,0.758,N,,Y,,X,,1071,,,272,11,100,2,Central_Valley_fall,99.975,Central_Valley_spring,0.024,0,0,,,,,,,,,,,,,,,,,,
CA18361,201100405,1,25-Jul-11,12:17:52,60.3504,39.52181667,-123.8804667,0.79,N,,Y,,M,,1170,,,349,11,100,2,Rogue,97.784,Klamath,2.018,Mid_Oregon_Coast,0.173,,,,,,,,,,,,,,,,,,
21002,201100407,1,09-Aug-11,14:30:49,36.576,44.79006667,-124.3224,0.81,Y,Y,,,M,13,126,,,122,11,100,1,S_Puget_Sound,0.8332,Hood_Canal,0.164,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA27840,201100414,1,16-Jul-11,18:33:11,53.0352,40.92493333,-124.2240667,0.87,N,,Y,,X,,1138,,,328,11,100,2,Klamath,100,0,0,0,0,,,,,,,,,,,,,,,,,,
CA22958,201100425,1,19-Jul-11,15:04:46,21.9456,38.43126667,-123.2199,0.86,N,,Y,,U,,1093,,,294,11,100,2,Central_Valley_fall,99.966,Central_Valley_spring,0.034,0,0,,,,,,,,,,,,,,,,,,
CA18750,201100428,1,24-Jul-11,11:41:10,60.3504,39.91093333,-124.1096833,0.81,N,,Y,,X,,1054,,,255,11,100,2,Central_Valley_fall,99.957,Central_Valley_spring,0.044,0,0,,,,,,,,,,,,,,,,,,
CA21595,201100430,1,24-Jul-11,9:56:34,54.864,39.9828,-124.1344667,1.02,N,,Y,,X,,1058,,,259,11,100,2,Central_Valley_fall,99.997,Central_Valley_spring,0.003,0,0,,,,,,,,,,,,,,,,,,
CA26674,201100447,1,24-Jul-11,10:59:54,84.1248,39.86231667,-123.95745,0.9,Y,,Y,,X,,1057,,,258,11,100,2,N_California_S_Oregon_Coast,50.67,Rogue,40.883,Mid_Oregon_Coast,8.427,,,,,,,,,,,,,,,,,,
CA26044,201100453,1,24-Jul-11,13:21:25,73.152,40.0016,-124.12295,0.71,N,,Y,,E,,1130,,,321,11,100,2,California_Coast,99.999,N_California_S_Oregon_Coast,0,0,0,,,,,,,,,,,,,,,,,,
CA26920,201100454,1,24-Jul-11,11:18:31,36.576,39.79963333,-123.9194,0.79,N,,Y,,X,,1123,,,316,11,100,2,Klamath,86.407,Rogue,11.192,Mid_Oregon_Coast,1.474,,,,,,,,,,,,,,,,,,
CA24968,201100463,1,25-Jul-11,15:33:31,60.3504,39.62528333,-123.8526333,0.75,Y,,Y,,X,,1167,,,302,11,100,2,Rogue,98.799,Mid_Oregon_Coast,1.199,N_California_S_Oregon_Coast,0.001,,,,,,,,,,,,,,,,,,
CA31135,201100464,1,25-Jul-11,8:27:41,40.2336,39.92868333,-124.0397333,0.84,N,,Y,,U,,1087,,,288,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0.001,0,0,,,,,,,,,,,,,,,,,,
CA24750,201100465,1,24-Jul-11,8:31:21,73.152,39.86971667,-124.0224167,0.84,N,,Y,,X,,1082,,,283,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA28537,201100467,1,25-Jul-11,13:50:18,54.864,40.07128333,-124.15025,0.74,N,,Y,,M,,1096,,,297,11,100,2,Rogue,98.021,Mid_Oregon_Coast,1.897,Klamath,0.053,,,,,,,,,,,,,,,,,,
CA27151,201100468,1,23-Jul-11,17:11:45,27.432,39.90506667,-124.0871833,0.93,N,,Y,,X,,1097,,,298,11,100,2,Klamath,99.99,Rogue,0.009,Mid_Oregon_Coast,0,,,,,,,,,,,,,,,,,,
CA27904,201100471,1,01-Aug-11,15:55:24,128.016,40.83551667,-124.4015167,0.72,N,,Y,,X,,1138,,,328,11,100,2,Rogue,99.982,Mid_Oregon_Coast,0.012,N_California_S_Oregon_Coast,0.006,,,,,,,,,,,,,,,,,,
CA25245,201100476,1,02-Aug-11,7:50:33,27.432,39.71105,-123.8879167,0.8,N,,Y,,E,,1082,,,283,11,100,2,Central_Valley_fall,99.987,Central_Valley_spring,0.013,0,0,,,,,,,,,,,,,,,,,,
CA23467,201100477,1,01-Aug-11,7:34:44,64.008,39.8035,-123.9506667,0.79,X,,Y,,E,,1091,,,292,11,100,2,Central_Valley_fall,99.979,Central_Valley_spring,0.022,0,0,,,,,,,,,,,,,,,,,,
CA22325,201100478,1,30-Jul-11,9:36:52,47.5488,39.87295,-124.0464667,0.9,N,,Y,,X,,1062,,,319,11,100,2,Central_Valley_fall,99.996,Central_Valley_spring,0.003,0,0,,,,,,,,,,,,,,,,,,
CA26124,201100480,1,30-Jul-11,16:45:14,51.2064,39.884,-124.0078833,0.73,N,,Y,,M,,1130,,,321,11,100,2,Central_Valley_fall,58.171,Central_Valley_spring,41.829,0,0,,,,,,,,,,,,,,,,,,
CA25660,201100483,1,01-Aug-11,17:16:15,43.8912,39.41476667,-123.8870833,0.67,Y,,Y,,X,,1078,,,279,11,100,2,Central_Valley_fall,99.998,Central_Valley_spring,0.002,0,0,,,,,,,,,,,,,,,,,,
CA19945,201100485,1,30-Jul-11,18:52:59,29.2608,39.87761667,-124.0733667,0.7,N,,Y,,X,,1043,,,248,11,100,2,Central_Valley_fall,99.998,Central_Valley_spring,0.001,0,0,,,,,,,,,,,,,,,,,,
CA25863,201100486,1,31-Jul-11,17:52:29,32.9184,39.86581667,-123.9492667,0.69,N,,Y,,X,,1143,,,332,11,100,2,Central_Valley_fall,99.973,Central_Valley_spring,0.027,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA14942,201100490,1,30-Jul-11,17:25:15,54.864,39.8858,-124.0680667,0.79,N,,Y,,U,,1093,,,294,11,100,2,California_Coast,99.574,N_California_S_Oregon_Coast,0.425,Mid_Oregon_Coast,0.001,,,,,,,,,,,,,,,,,,
CA26835,201100499,1,31-Jul-11,12:19:19,73.152,39.86606667,-123.9589667,0.76,N,,Y,,E,,1123,,,316,11,100,2,Central_Valley_fall,80.857,Central_Valley_spring,17.097,Mid_Oregon_Coast,1.711,,,,,,,,,,,,,,,,,,
CA11877,201100500,1,30-Jul-11,17:51:39,60.3504,39.88585,-124.0701333,0.84,N,,Y,,X,,1054,,,255,11,100,2,Klamath,99.852,Rogue,0.139,N_California_S_Oregon_Coast,0.009,,,,,,,,,,,,,,,,,,
CA25335,201100501,1,30-Jul-11,16:55:52,43.8912,39.89825,-124.0753833,0.92,N,,Y,,X,,1058,,,259,11,100,2,N_California_S_Oregon_Coast,65.079,Mid_Oregon_Coast,33.262,Rogue,1.657,,,,,,,,,,,,,,,,,,
CA31183,201100502,1,02-Aug-11,13:58:22,54.864,39.63553333,-123.88075,0.79,N,,Y,,U,,1087,,,288,11,100,2,Central_Valley_fall,99.965,Central_Valley_spring,0.034,0,0,,,,,,,,,,,,,,,,,,
CA23514,201100503,1,06-Aug-11,14:16:55,82.296,39.68113333,-123.9130167,0.93,N,,Y,,E,,1091,,,292,11,100,2,Central_Valley_fall,99.499,Central_Valley_spring,0.502,0,0,,,,,,,,,,,,,,,,,,
19294,201100534,1,30-Aug-11,9:52:05,32.9184,42.05466667,-124.3859444,0.92,N,Y,,,M,13,9,,,9,11,100,1,Klamath,0.999,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA11688,201100535,1,31-Jul-11,10:07:32,82.296,39.8443,-123.9626333,0.702,N,,Y,,X,,1169,,,348,11,100,2,Rogue,96.791,Mid_Oregon_Coast,2.873,N_California_S_Oregon_Coast,0.336,,,,,,,,,,,,,,,,,,
CA17235,201100540,1,31-Jul-11,9:41:02,80.4672,39.88376667,-124.0760833,0.92,N,,Y,,E,,1177,,,354,11,100,2,Rogue,99.457,Mid_Oregon_Coast,0.341,N_California_S_Oregon_Coast,0.198,,,,,,,,,,,,,,,,,,
CA21765,201100546,1,30-Jul-11,13:10:37,43.8912,39.95618333,-124.1421167,0.83,N,,Y,,X,,1066,,,267,11,100,2,Central_Valley_fall,99.995,Central_Valley_spring,0.004,0,0,,,,,,,,,,,,,,,,,,
CA21270,201100550,1,05-Aug-11,11:19:39,24.6888,39.67701667,-123.9001167,0.85,Y,,Y,,X,,1047,,,252,11,100,2,Central_Valley_fall,99.995,Central_Valley_spring,0.005,0,0,,,,,,,,,,,,,,,,,,
CA27198,201100552,1,15-Aug-11,15:19:54,38.4048,39.99035,-124.0988333,0.84,Y,,Y,,M,,1097,,,298,11,100,2,Central_Valley_fall,99.995,Central_Valley_spring,0.005,0,0,,,,,,,,,,,,,,,,,,
CA13996,201100560,1,06-Aug-11,16:07:29,65.8368,39.70483333,-123.9050667,0.73,N,,Y,,X,,1043,,,248,11,100,2,California_Coast,99.88,N_California_S_Oregon_Coast,0.117,Rogue,0.004,,,,,,,,,,,,,,,,,,
CA20661,201100562,1,21-Aug-11,16:51:52,21.9456,39.96141667,-124.1037333,0.89,N,,Y,,X,,1034,,,240,11,100,2,Central_Valley_fall,99.995,Central_Valley_spring,0.005,0,0,,,,,,,,,,,,,,,,,,
CA26756,201100563,1,06-Aug-11,18:06:33,133.5024,39.6038,-123.8936667,0.87,N,,Y,,X,,1057,,,258,11,100,2,Rogue,91.714,Mid_Oregon_Coast,8.071,N_California_S_Oregon_Coast,0.213,,,,,,,,,,,,,,,,,,
CA26550,201100575,1,02-Aug-11,12:05:06,87.7824,39.58758333,-123.8589833,0.82,N,,Y,,X,,1132,,,369,11,100,2,Central_Valley_fall,100.001,0,0,0,0,,,,,,,,,,,,,,,,,,
CA29877,201100576,1,23-Aug-11,11:55:34,47.5488,39.99913333,-124.18885,0.72,N,,Y,,U,,1198,,,370,11,100,2,Central_Valley_fall,99.445,Central_Valley_spring,0.555,0,0,,,,,,,,,,,,,,,,,,
CA19435,201100577,1,01-Aug-11,14:34:24,73.152,39.68076667,-123.8823,0.84,N,,Y,,X,,1056,,,257,11,100,2,Central_Valley_fall,99.902,Central_Valley_spring,0.098,0,0,,,,,,,,,,,,,,,,,,
CA11577,201100580,1,24-Aug-11,17:20:10,21.9456,37.85245,-122.6742333,0.69,N,,Y,,X,,1054,,,255,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA13312,201100581,1,07-Aug-11,13:36:03,87.7824,39.82716667,-123.96425,0.787,N,,Y,,X,,1167,,,302,11,100,2,California_Coast,99.997,N_California_S_Oregon_Coast,0.003,0,0,,,,,,,,,,,,,,,,,,
CA27660,201100582,1,31-Jul-11,15:22:19,82.296,39.83156667,-123.9741833,0.92,N,,Y,,E,,1068,,,269,11,100,2,California_Coast,99.999,N_California_S_Oregon_Coast,0,0,0,,,,,,,,,,,,,,,,,,
CA21910,201100587,1,31-Jul-11,7:19:12,60.3504,39.88551667,-124.06765,0.82,N,,Y,,X,,1060,,,261,11,100,2,California_Coast,99.963,N_California_S_Oregon_Coast,0.035,Rogue,0.001,,,,,,,,,,,,,,,,,,
CA31233,201100597,1,21-Aug-11,10:23:34,60.3504,40.0198,-124.1438333,0.79,N,,Y,,U,,1087,,,288,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA18835,201100598,1,04-Sep-11,13:34:54,16.4592,37.84746667,-122.6911,0.75,N,,Y,,X,,1202,,,374,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0.001,0,0,,,,,,,,,,,,,,,,,,
CA32048,201100599,1,05-Sep-11,14:55:29,21.9456,37.71725,-122.5836167,0.71,N,,Y,,X,,1054,,,255,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA10493,201100604,1,14-Sep-11,9:37:42,7.3152,37.88053333,-122.6504333,0.68,N,,Y,,X,,1062,,,319,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA15573,201100616,1,21-Sep-11,13:09:37,10.9728,37.82921667,-122.6224,0.67,N,,Y,,X,,1054,,,255,11,100,2,Central_Valley_fall,99.998,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA23562,201100630,1,29-Sep-11,7:35:23,5.4864,37.858,-122.6955333,0.7,N,,Y,,M,,1071,,,272,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA27722,201100631,1,27-Sep-11,13:27:48,16.4592,37.87856667,-122.7356333,0.69,N,,Y,,M,,1068,,,269,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA31817,201100634,1,13-Sep-11,9:30:00,21.9456,39.36843333,-123.8364333,0.85,N,,Y,,X,,1141,,,330,11,100,2,Central_Valley_fall,99.998,Central_Valley_spring,0.001,0,0,,,,,,,,,,,,,,,,,,
CA13193,201100635,1,04-Oct-11,9:40:16,16.4592,37.86741667,-122.7112,0.87,N,,Y,,X,,1060,,,261,11,100,2,Central_Valley_fall,98.915,Central_Valley_spring,1.085,0,0,,,,,,,,,,,,,,,,,,
CA13224,201100636,1,27-Sep-11,13:46:32,5.4864,37.84258333,-122.5834833,0.71,N,,Y,,X,,1054,,,255,11,100,2,Central_Valley_fall,100.001,Central_Valley_spring,0,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA15661,201100641,1,14-Oct-11,15:37:01,,37.85763333,-122.6239,0.82,Y,,Y,,X,,1066,,,267,11,100,2,Central_Valley_fall,99.991,Central_Valley_spring,0.007,0,0,,,,,,,,,,,,,,,,,,
CA21034,201100642,1,12-Oct-11,13:42:36,10.9728,37.85945,-122.68395,0.97,N,,Y,,M,,1028,,,375,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA10059,201100660,1,13-Aug-11,7:15:00,14.6304,40.84701667,-124.2632167,0.605,N,,Y,,X,,1184,,,380,11,400,2,California_Coast,99.383,N_California_S_Oregon_Coast,0.524,Rogue,0.086,,,,,,,,,,,,,,,,,,
CA22720,201100327,1,29-Jun-11,12:14:49,73.152,38.80378333,-123.69975,0.854,N,,Y,,X,,1169,,,348,11,100,2,Central_Valley_fall,83.048,Central_Valley_spring,16.95,Snake_fall,0.003,,,,,,,,,,,,,,,,,,
CA22721,201100327,1,29-Jun-11,12:14:49,73.152,38.80378333,-123.69975,0.868,N,,Y,,X,,1169,,,348,11,100,2,Rogue,88.093,Klamath,11.896,N_California_S_Oregon_Coast,0.01,,,,,,,,,,,,,,,,,,
CA22722,201100327,1,29-Jun-11,12:14:49,73.152,38.80378333,-123.69975,0.75,N,,Y,,X,,1169,,,348,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA26675,201100447,1,24-Jul-11,10:59:54,89.6112,39.86231667,-123.95745,0.8,Y,,Y,,X,,1057,,,258,11,100,2,Rogue,98.308,Mid_Oregon_Coast,1.635,N_California_S_Oregon_Coast,0.057,,,,,,,,,,,,,,,,,,
CA19836,201100036,1,10-May-11,13:43:20,54.864,37.13797,-122.57265,0.81,N,,Y,,X,,1043,,,248,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
1237,201100086,1,02-Jun-11,10:30:57,118.872,44.688,-124.56393,0.88,N,Y,,,E,12,76,,,74,11,100,1,U_Fraser,0.9983,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
5109,201100088,1,02-Jun-11,12:18:37,137.16,44.55525,-124.55375,0.87,N,Y,,,E,13,119,,,115,11,100,1,S_Thompson,0.9707,Mid_Oregon_Coast,0.027,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
17264,201100112,1,03-Jun-11,11:50:15,36.576,44.52428,-124.34147,0.78,N,Y,,,E,12,63,,,61,11,100,1,U_Columbia_summer_fall,0.995,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
,201100092,1,01-Jun-11,19:19:09,,44.74793,-124.5515,,X,N,,,X,,87,,,85,11,100,1,,,,,,,,,,,,,,,,,,,,,,,,
20993,201100107,1,04-Jun-11,8:02:20,64.008,43.13942,-124.55537,0.76,Y,Y,,,E,11,96,,,223,11,100,1,Mid_Oregon_Coast,0.9691,Rogue,0.024,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA21436,201100172,1,08-May-11,13:58:13,36.576,37.2364,-122.66075,0.7,N,,Y,,X,,1058,,,259,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
20747,201100116,1,04-Jun-11,14:30:52,85.9536,43.14092,-124.55232,0.82,N,Y,,,U,13,27,,,27,11,100,1,U_Columbia_summer_fall,0.5105,Snake_fall,0.4762,Deschutes_fall,0.0093,,0,,0,,0,,0,,0,,0,,0,,0,,
CA17336,201100126,1,27-May-11,7:37:47,43.8912,38.25613,-123.36977,0.7,N,,Y,,U,,1177,,,354,11,100,2,California_Coast,100,0,0,0,0,,,,,,,,,,,,,,,,,,
13725,201100134,1,07-Jun-11,7:55:06,120.7008,43.51655,-124.4518833,0.75,N,Y,,,U,11,517,,,202,11,100,1,Mid_Oregon_Coast,0.6598,U_Columbia_summer_fall,0.1135,L_Fraser,0.0966,Deschutes_fall,0.0623,Rogue,0.0553,Snake_fall,0.0035,,0,,0,,0,,0,,0,,
21954,201100145,1,06-Jun-11,12:57:23,95.0976,43.71725,-124.4720333,0.83,N,Y,,,E,13,149,,,144,11,100,1,L_Columbia_fall,0.7731,Mid_Oregon_Coast,0.1755,Washington_Coast,0.0359,N_Oregon_Coast,0.0153,,0,,0,,0,,0,,0,,0,,0,,
CA20436,201100161,1,31-May-11,13:21:41,73.152,38.15563333,-123.2939,0.93,N,,Y,,X,,1090,,,291,11,100,2,Rogue,97.348,Mid_Oregon_Coast,2.191,N_California_S_Oregon_Coast,0.461,,,,,,,,,,,,,,,,,,
30238,201100166,1,07-Jun-11,10:34:20,109.728,43.73888333,-124.4702,0.79,N,Y,,,E,13,76,,,74,11,100,1,L_Columbia_fall,0.9527,Mid_Oregon_Coast,0.0431,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
30238,201100166,1,07-Jun-11,10:34:20,109.728,43.73888333,-124.4702,0.79,N,Y,,,E,0,76,,,74,11,100,1,L_Columbia_fall,0.9527,Mid_Oregon_Coast,0.0431,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA18634,201100173,1,20-May-11,10:11:33,54.864,37.18868333,-122.59305,0.79,N,,Y,,X,,1054,,,255,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA22838,201100176,1,11-May-11,16:01:48,32.9184,37.19685,-122.5927833,0.8,N,,Y,,X,,1093,,,294,11,100,2,Central_Valley_fall,100.001,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA22656,201100177,1,15-May-11,9:14:05,36.576,37.0855,-122.4343167,0.865,N,,Y,,X,,1169,,,348,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
11650,201100195,1,13-Jun-11,9:27:35,87.7824,44.08333333,-124.33445,0.81,N,Y,,,E,13,126,,,122,11,100,1,Mid_Oregon_Coast,0.5757,California_Coast,0.3463,N_Puget_Sound,0.0305,L_Fraser,0.0255,L_Columbia_fall,0.0082,Rogue,0.0055,,0,,0,,0,,0,,0,,
32484,201100196,1,12-Jun-11,10:26:30,109.728,43.6275,-124.4661333,0.69,N,Y,,,E,13,96,,,223,11,100,1,Rogue,0.9928,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13829,201100221,1,17-Jun-11,21:53:28,,43.70988333,-124.4566833,0.81,N,Y,,,E,13,96,,,223,11,100,1,Mid_Oregon_Coast,0.7487,Rogue,0.2403,L_Columbia_fall,0.0109,,0,,0,,0,,0,,0,,0,,0,,0,,
CA22436,201100239,1,04-May-11,14:32:18,27.432,37.1926,-122.6215,0.785,N,,Y,,E,,1071,,,272,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
21082,201100248,1,24-Jun-11,10:26:55,32.9184,43.75251667,-124.4779833,0.88,N,Y,,,M,12,79,,,77,11,100,1,Klamath,0.9841,Rogue,0.0115,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
11812,201100252,1,24-Jun-11,12:12:23,25.6032,45.55785,-124.2414167,0.76,N,Y,,,M,11,102,,,99,11,100,1,Mid_Oregon_Coast,0.9995,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA18240,201100259,1,20-May-11,17:34:09,9.144,37.18585,-122.5743333,0.74,N,,Y,,X,,1170,,,349,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
11849,201100266,1,29-Jun-11,10:31:09,76.8096,45.52563333,-124.2465667,0.76,N,Y,,,E,13,102,,,99,11,100,1,Snake_fall,0.8328,Deschutes_fall,0.155,U_Columbia_summer_fall,0.0122,,0,,0,,0,,0,,0,,0,,0,,0,,
CA21536,201100294,1,29-Jun-11,10:13:55,71.3232,38.84233333,-123.7741333,0.89,N,,Y,,X,,1058,,,259,11,100,2,Central_Valley_fall,99.865,Central_Valley_spring,0.135,0,0,,,,,,,,,,,,,,,,,,
CA24872,201100307,1,30-Jun-11,7:06:15,38.4048,38.84533333,-123.7607667,0.8,N,,Y,,X,,1167,,,302,11,100,2,Central_Valley_fall,99.981,Central_Valley_spring,0.02,0,0,,,,,,,,,,,,,,,,,,
CA22723,201100327,1,29-Jun-11,12:30:21,64.008,38.79398333,-123.6884,0.758,N,,Y,,X,,1169,,,348,11,100,2,California_Coast,99.983,N_California_S_Oregon_Coast,0.017,0,0,,,,,,,,,,,,,,,,,,
CA24669,201100328,1,11-Jul-11,14:25:16,73.152,38.925,-123.7992167,0.72,N,,Y,,X,,1082,,,283,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0.001,0,0,,,,,,,,,,,,,,,,,,
CA17806,201100349,1,17-Jul-11,14:31:30,54.864,38.37393333,-123.16125,0.79,N,,Y,,E,,1046,,,251,11,100,2,Central_Valley_fall,99.993,Central_Valley_spring,0.006,0,0,,,,,,,,,,,,,,,,,,
CA24891,201100353,1,12-Jul-11,14:56:18,95.0976,38.9194,-123.8033,0.8,Y,,Y,,X,,1167,,,302,11,100,2,Central_Valley_fall,99.604,Central_Valley_spring,0.395,0,0,,,,,,,,,,,,,,,,,,
